Location.1,Values,Educational Attainment,Year
Williamson County,1.8%,Less than 9th grade,2017
Williamson County,"137,338",Population 25 years and over,2017
Williamson County,14.4%,High school graduate (includes equivalency),2017
Williamson County,16.7%,"Some college, no degree",2017
Williamson County,2.7%,"9th to 12th grade, no diploma",2017
Williamson County,21.4%,Graduate or professional degree,2017
Williamson County,36.7%,Bachelor's degree,2017
Williamson County,58.1%,Percent bachelor's degree or higher,2017
Williamson County,6.3%,Associate's degree,2017
Williamson County,95.5%,Percent high school graduate or higher,2017
Wilson County,20.9%,Bachelor's degree,2017
Wilson County,22.8%,"Some college, no degree",2017
Wilson County,29.7%,High school graduate (includes equivalency),2017
Wilson County,29.7%,Percent bachelor's degree or higher,2017
Wilson County,3.0%,Less than 9th grade,2017
Wilson County,6.3%,"9th to 12th grade, no diploma",2017
Wilson County,8.5%,Associate's degree,2017
Wilson County,8.8%,Graduate or professional degree,2017
Wilson County,"88,039",Population 25 years and over,2017
Wilson County,90.7%,Percent high school graduate or higher,2017
Anderson County,10.6%,Graduate or professional degree,2018
Anderson County,12.8%,Bachelor's degree,2018
Anderson County,23.0%,"Some college, no degree",2018
Anderson County,23.5%,Percent bachelor's degree or higher,2018
Anderson County,33.1%,High school graduate (includes equivalency),2018
Anderson County,5.5%,Less than 9th grade,2018
Anderson County,"53,973",Population 25 years and over,2018
Anderson County,7.2%,Associate's degree,2018
Anderson County,7.8%,"9th to 12th grade, no diploma",2018
Anderson County,86.8%,Percent high school graduate or higher,2018
Bedford County,11.4%,Bachelor's degree,2018
Bedford County,11.5%,"9th to 12th grade, no diploma",2018
Bedford County,16.3%,Percent bachelor's degree or higher,2018
Bedford County,18.4%,"Some college, no degree",2018
Bedford County,"31,370",Population 25 years and over,2018
Bedford County,4.9%,Graduate or professional degree,2018
Bedford County,40.6%,High school graduate (includes equivalency),2018
Bedford County,5.6%,Associate's degree,2018
Bedford County,7.7%,Less than 9th grade,2018
Bedford County,80.8%,Percent high school graduate or higher,2018
Benton County,"11,823",Population 25 years and over,2018
Benton County,12.5%,"9th to 12th grade, no diploma",2018
Benton County,12.6%,Percent bachelor's degree or higher,2018
Benton County,17.6%,"Some college, no degree",2018
Benton County,4.2%,Associate's degree,2018
Benton County,4.5%,Graduate or professional degree,2018
Benton County,46.5%,High school graduate (includes equivalency),2018
Benton County,6.7%,Less than 9th grade,2018
Benton County,8.0%,Bachelor's degree,2018
Benton County,80.9%,Percent high school graduate or higher,2018
Bledsoe County,"11,151",Population 25 years and over,2018
Bledsoe County,12.3%,Less than 9th grade,2018
Bledsoe County,12.8%,"9th to 12th grade, no diploma",2018
Bledsoe County,12.9%,Percent bachelor's degree or higher,2018
Bledsoe County,16.6%,"Some college, no degree",2018
Bledsoe County,38.7%,High school graduate (includes equivalency),2018
Bledsoe County,4.4%,Graduate or professional degree,2018
Bledsoe County,6.8%,Associate's degree,2018
Bledsoe County,74.9%,Percent high school graduate or higher,2018
Bledsoe County,8.5%,Bachelor's degree,2018
Blount County,15.6%,Bachelor's degree,2018
Blount County,21.7%,"Some college, no degree",2018
Blount County,24.0%,Percent bachelor's degree or higher,2018
Blount County,3.8%,Less than 9th grade,2018
Blount County,34.8%,High school graduate (includes equivalency),2018
Blount County,7.1%,"9th to 12th grade, no diploma",2018
Blount County,8.4%,Graduate or professional degree,2018
Blount County,8.6%,Associate's degree,2018
Blount County,89.1%,Percent high school graduate or higher,2018
Blount County,"91,726",Population 25 years and over,2018
Bradley County,13.3%,Bachelor's degree,2018
Bradley County,21.9%,Percent bachelor's degree or higher,2018
Bradley County,22.1%,"Some college, no degree",2018
Bradley County,32.3%,High school graduate (includes equivalency),2018
Bradley County,6.0%,Less than 9th grade,2018
Bradley County,7.9%,Associate's degree,2018
Bradley County,"70,942",Population 25 years and over,2018
Bradley County,8.6%,Graduate or professional degree,2018
Bradley County,84.3%,Percent high school graduate or higher,2018
Bradley County,9.7%,"9th to 12th grade, no diploma",2018
Campbell County,11.9%,Percent bachelor's degree or higher,2018
Campbell County,14.7%,"9th to 12th grade, no diploma",2018
Campbell County,17.5%,"Some college, no degree",2018
Campbell County,"28,540",Population 25 years and over,2018
Campbell County,4.5%,Graduate or professional degree,2018
Campbell County,40.9%,High school graduate (includes equivalency),2018
Campbell County,5.2%,Associate's degree,2018
Campbell County,7.4%,Bachelor's degree,2018
Campbell County,75.5%,Percent high school graduate or higher,2018
Campbell County,9.7%,Less than 9th grade,2018
Cannon County,13.8%,Percent bachelor's degree or higher,2018
Cannon County,17.8%,"Some college, no degree",2018
Cannon County,4.0%,Associate's degree,2018
Cannon County,48.5%,High school graduate (includes equivalency),2018
Cannon County,5.6%,Graduate or professional degree,2018
Cannon County,6.4%,Less than 9th grade,2018
Cannon County,8.2%,Bachelor's degree,2018
Cannon County,84.1%,Percent high school graduate or higher,2018
Cannon County,"9,985",Population 25 years and over,2018
Cannon County,9.5%,"9th to 12th grade, no diploma",2018
Carroll County,10.2%,Bachelor's degree,2018
Carroll County,10.5%,"9th to 12th grade, no diploma",2018
Carroll County,17.2%,Percent bachelor's degree or higher,2018
Carroll County,"19,392",Population 25 years and over,2018
Carroll County,19.0%,"Some college, no degree",2018
Carroll County,4.3%,Associate's degree,2018
Carroll County,41.6%,High school graduate (includes equivalency),2018
Carroll County,6.9%,Graduate or professional degree,2018
Carroll County,7.4%,Less than 9th grade,2018
Carroll County,82.1%,Percent high school graduate or higher,2018
Carter County,10.5%,"9th to 12th grade, no diploma",2018
Carter County,10.7%,Bachelor's degree,2018
Carter County,16.8%,Percent bachelor's degree or higher,2018
Carter County,21.5%,"Some college, no degree",2018
Carter County,39.4%,High school graduate (includes equivalency),2018
Carter County,"41,563",Population 25 years and over,2018
Carter County,5.1%,Associate's degree,2018
Carter County,6.1%,Graduate or professional degree,2018
Carter County,6.7%,Less than 9th grade,2018
Carter County,82.8%,Percent high school graduate or higher,2018
Cheatham County,11.1%,"9th to 12th grade, no diploma",2018
Cheatham County,12.5%,Bachelor's degree,2018
Cheatham County,19.6%,Percent bachelor's degree or higher,2018
Cheatham County,21.2%,"Some college, no degree",2018
Cheatham County,"27,794",Population 25 years and over,2018
Cheatham County,3.9%,Less than 9th grade,2018
Cheatham County,36.4%,High school graduate (includes equivalency),2018
Cheatham County,7.1%,Graduate or professional degree,2018
Cheatham County,7.7%,Associate's degree,2018
Cheatham County,85.0%,Percent high school graduate or higher,2018
Chester County,"10,998",Population 25 years and over,2018
Chester County,10.2%,Bachelor's degree,2018
Chester County,10.3%,"9th to 12th grade, no diploma",2018
Chester County,16.4%,Percent bachelor's degree or higher,2018
Chester County,23.3%,"Some college, no degree",2018
Chester County,3.4%,Less than 9th grade,2018
Chester County,40.7%,High school graduate (includes equivalency),2018
Chester County,5.9%,Associate's degree,2018
Chester County,6.1%,Graduate or professional degree,2018
Chester County,86.3%,Percent high school graduate or higher,2018
Claiborne County,10.1%,Less than 9th grade,2018
Claiborne County,15.2%,Percent bachelor's degree or higher,2018
Claiborne County,20.5%,"Some college, no degree",2018
Claiborne County,"22,591",Population 25 years and over,2018
Claiborne County,38.4%,High school graduate (includes equivalency),2018
Claiborne County,6.2%,Graduate or professional degree,2018
Claiborne County,6.3%,Associate's degree,2018
Claiborne County,80.4%,Percent high school graduate or higher,2018
Claiborne County,9.0%,Bachelor's degree,2018
Claiborne County,9.5%,"9th to 12th grade, no diploma",2018
Clay County,10.7%,"9th to 12th grade, no diploma",2018
Clay County,14.6%,Percent bachelor's degree or higher,2018
Clay County,15.6%,"Some college, no degree",2018
Clay County,4.3%,Associate's degree,2018
Clay County,46.1%,High school graduate (includes equivalency),2018
Clay County,"5,595",Population 25 years and over,2018
Clay County,5.3%,Graduate or professional degree,2018
Clay County,8.7%,Less than 9th grade,2018
Clay County,80.6%,Percent high school graduate or higher,2018
Clay County,9.3%,Bachelor's degree,2018
Cocke County,10.8%,Percent bachelor's degree or higher,2018
Cocke County,13.1%,"9th to 12th grade, no diploma",2018
Cocke County,16.9%,"Some college, no degree",2018
Cocke County,"25,408",Population 25 years and over,2018
Cocke County,4.0%,Graduate or professional degree,2018
Cocke County,45.4%,High school graduate (includes equivalency),2018
Cocke County,5.5%,Associate's degree,2018
Cocke County,6.8%,Bachelor's degree,2018
Cocke County,78.6%,Percent high school graduate or higher,2018
Cocke County,8.4%,Less than 9th grade,2018
Coffee County,12.5%,Bachelor's degree,2018
Coffee County,19.6%,Percent bachelor's degree or higher,2018
Coffee County,20.8%,"Some college, no degree",2018
Coffee County,"37,095",Population 25 years and over,2018
Coffee County,38.7%,High school graduate (includes equivalency),2018
Coffee County,4.4%,Less than 9th grade,2018
Coffee County,7.1%,Associate's degree,2018
Coffee County,7.1%,Graduate or professional degree,2018
Coffee County,86.3%,Percent high school graduate or higher,2018
Coffee County,9.4%,"9th to 12th grade, no diploma",2018
Crockett County,12.0%,"9th to 12th grade, no diploma",2018
Crockett County,13.0%,Percent bachelor's degree or higher,2018
Crockett County,20.6%,"Some college, no degree",2018
Crockett County,41.9%,High school graduate (includes equivalency),2018
Crockett County,5.4%,Graduate or professional degree,2018
Crockett County,5.6%,Associate's degree,2018
Crockett County,6.8%,Less than 9th grade,2018
Crockett County,7.6%,Bachelor's degree,2018
Crockett County,81.1%,Percent high school graduate or higher,2018
Crockett County,"9,846",Population 25 years and over,2018
Cumberland County,11.8%,Bachelor's degree,2018
Cumberland County,18.3%,Percent bachelor's degree or higher,2018
Cumberland County,20.1%,"Some college, no degree",2018
Cumberland County,40.0%,High school graduate (includes equivalency),2018
Cumberland County,"44,437",Population 25 years and over,2018
Cumberland County,5.5%,Less than 9th grade,2018
Cumberland County,6.5%,Graduate or professional degree,2018
Cumberland County,7.6%,Associate's degree,2018
Cumberland County,8.5%,"9th to 12th grade, no diploma",2018
Cumberland County,86.0%,Percent high school graduate or higher,2018
Davidson County,14.9%,Graduate or professional degree,2018
Davidson County,19.2%,"Some college, no degree",2018
Davidson County,22.7%,High school graduate (includes equivalency),2018
Davidson County,25.4%,Bachelor's degree,2018
Davidson County,4.6%,Less than 9th grade,2018
Davidson County,40.3%,Percent bachelor's degree or higher,2018
Davidson County,"469,943",Population 25 years and over,2018
Davidson County,6.4%,Associate's degree,2018
Davidson County,6.9%,"9th to 12th grade, no diploma",2018
Davidson County,88.6%,Percent high school graduate or higher,2018
Decatur County,10.6%,"9th to 12th grade, no diploma",2018
Decatur County,12.8%,Percent bachelor's degree or higher,2018
Decatur County,20.3%,"Some college, no degree",2018
Decatur County,3.7%,Graduate or professional degree,2018
Decatur County,43.8%,High school graduate (includes equivalency),2018
Decatur County,5.9%,Less than 9th grade,2018
Decatur County,6.7%,Associate's degree,2018
Decatur County,"8,344",Population 25 years and over,2018
Decatur County,83.5%,Percent high school graduate or higher,2018
Decatur County,9.1%,Bachelor's degree,2018
DeKalb County,10.6%,Bachelor's degree,2018
DeKalb County,"13,958",Population 25 years and over,2018
DeKalb County,13.2%,"9th to 12th grade, no diploma",2018
DeKalb County,15.7%,Percent bachelor's degree or higher,2018
DeKalb County,15.8%,"Some college, no degree",2018
DeKalb County,42.2%,High school graduate (includes equivalency),2018
DeKalb County,5.0%,Graduate or professional degree,2018
DeKalb County,6.3%,Associate's degree,2018
DeKalb County,6.8%,Less than 9th grade,2018
DeKalb County,79.9%,Percent high school graduate or higher,2018
Dickson County,11.5%,"9th to 12th grade, no diploma",2018
Dickson County,15.4%,Percent bachelor's degree or higher,2018
Dickson County,20.4%,"Some college, no degree",2018
Dickson County,"35,558",Population 25 years and over,2018
Dickson County,41.2%,High school graduate (includes equivalency),2018
Dickson County,5.5%,Less than 9th grade,2018
Dickson County,5.7%,Graduate or professional degree,2018
Dickson County,6.0%,Associate's degree,2018
Dickson County,83.1%,Percent high school graduate or higher,2018
Dickson County,9.7%,Bachelor's degree,2018
Dyer County,10.0%,"9th to 12th grade, no diploma",2018
Dyer County,11.1%,Bachelor's degree,2018
Dyer County,16.9%,Percent bachelor's degree or higher,2018
Dyer County,20.0%,"Some college, no degree",2018
Dyer County,"25,465",Population 25 years and over,2018
Dyer County,37.3%,High school graduate (includes equivalency),2018
Dyer County,5.8%,Graduate or professional degree,2018
Dyer County,7.3%,Less than 9th grade,2018
Dyer County,8.4%,Associate's degree,2018
