Location.1,Values,Educational Attainment,Year
Morgan County,0.05,Bachelor's degree,2017
Morgan County,0.51,High school graduate (includes equivalency),2017
Morgan County,0.06,Less than 9th grade,2017
Morgan County,0.07,Associate's degree,2017
Morgan County,0.08,Percent bachelor's degree or higher,2017
Morgan County,0.81,Percent high school graduate or higher,2017
Obion County,0.10,Bachelor's degree,2017
Obion County,0.16,Percent bachelor's degree or higher,2017
Obion County,0.20,"Some college, no degree",2017
Obion County,21400.00,Population 25 years and over,2017
Obion County,0.42,High school graduate (includes equivalency),2017
Obion County,0.05,Associate's degree,2017
Obion County,0.05,Graduate or professional degree,2017
Obion County,0.08,Less than 9th grade,2017
Obion County,0.09,"9th to 12th grade, no diploma",2017
Obion County,0.83,Percent high school graduate or higher,2017
Overton County,0.12,Less than 9th grade,2017
Overton County,0.13,Percent bachelor's degree or higher,2017
Overton County,15314.00,Population 25 years and over,2017
Overton County,0.16,"Some college, no degree",2017
Overton County,0.05,Graduate or professional degree,2017
Overton County,0.05,Associate's degree,2017
Overton County,0.46,High school graduate (includes equivalency),2017
Overton County,0.80,Percent high school graduate or higher,2017
Overton County,0.09,Bachelor's degree,2017
Overton County,0.09,"9th to 12th grade, no diploma",2017
Perry County,0.11,Percent bachelor's degree or higher,2017
Perry County,0.17,"9th to 12th grade, no diploma",2017
Perry County,0.21,"Some college, no degree",2017
Perry County,0.04,Graduate or professional degree,2017
Perry County,0.38,High school graduate (includes equivalency),2017
Perry County,5578.00,Population 25 years and over,2017
Perry County,0.05,Associate's degree,2017
Perry County,0.07,Bachelor's degree,2017
Perry County,0.74,Percent high school graduate or higher,2017
Perry County,0.09,Less than 9th grade,2017
Pickett County,0.13,"9th to 12th grade, no diploma",2017
Pickett County,0.13,Less than 9th grade,2017
Pickett County,0.17,"Some college, no degree",2017
Pickett County,0.02,Graduate or professional degree,2017
Pickett County,3950.00,Population 25 years and over,2017
Pickett County,0.05,Bachelor's degree,2017
Pickett County,0.41,High school graduate (includes equivalency),2017
Pickett County,0.07,Percent bachelor's degree or higher,2017
Pickett County,0.74,Percent high school graduate or higher,2017
Pickett County,0.09,Associate's degree,2017
Polk County,0.11,Percent bachelor's degree or higher,2017
Polk County,0.11,"9th to 12th grade, no diploma",2017
Polk County,12097.00,Population 25 years and over,2017
Polk County,0.21,"Some college, no degree",2017
Polk County,0.04,Graduate or professional degree,2017
Polk County,0.41,High school graduate (includes equivalency),2017
Polk County,0.07,Bachelor's degree,2017
Polk County,0.08,Associate's degree,2017
Polk County,0.09,Less than 9th grade,2017
Polk County,0.81,Percent high school graduate or higher,2017
Putnam County,0.16,Bachelor's degree,2017
Putnam County,0.18,"Some college, no degree",2017
Putnam County,0.25,Percent bachelor's degree or higher,2017
Putnam County,0.38,High school graduate (includes equivalency),2017
Putnam County,48159.00,Population 25 years and over,2017
Putnam County,0.05,Associate's degree,2017
Putnam County,0.07,Less than 9th grade,2017
Putnam County,0.08,"9th to 12th grade, no diploma",2017
Putnam County,0.85,Percent high school graduate or higher,2017
Putnam County,0.09,Graduate or professional degree,2017
Rhea County,0.14,"9th to 12th grade, no diploma",2017
Rhea County,0.14,Percent bachelor's degree or higher,2017
Rhea County,0.20,"Some college, no degree",2017
Rhea County,22093.00,Population 25 years and over,2017
Rhea County,0.37,High school graduate (includes equivalency),2017
Rhea County,0.05,Graduate or professional degree,2017
Rhea County,0.06,Associate's degree,2017
Rhea County,0.77,Percent high school graduate or higher,2017
Rhea County,0.09,Bachelor's degree,2017
Rhea County,0.09,Less than 9th grade,2017
Roane County,0.12,Bachelor's degree,2017
Roane County,0.19,Percent bachelor's degree or higher,2017
Roane County,0.21,"Some college, no degree",2017
Roane County,0.38,High school graduate (includes equivalency),2017
Roane County,38880.00,Population 25 years and over,2017
Roane County,0.05,Less than 9th grade,2017
Roane County,0.08,Graduate or professional degree,2017
Roane County,0.08,"9th to 12th grade, no diploma",2017
Roane County,0.09,Associate's degree,2017
Roane County,0.87,Percent high school graduate or higher,2017
Robertson County,0.12,Bachelor's degree,2017
Robertson County,0.18,Percent bachelor's degree or higher,2017
Robertson County,0.21,"Some college, no degree",2017
Robertson County,0.40,High school graduate (includes equivalency),2017
Robertson County,0.05,Less than 9th grade,2017
Robertson County,46223.00,Population 25 years and over,2017
Robertson County,0.06,Graduate or professional degree,2017
Robertson County,0.08,Associate's degree,2017
Robertson County,0.09,"9th to 12th grade, no diploma",2017
Robertson County,0.87,Percent high school graduate or higher,2017
Rutherford County,185540.00,Population 25 years and over,2017
Rutherford County,0.22,Bachelor's degree,2017
Rutherford County,0.23,"Some college, no degree",2017
Rutherford County,0.29,High school graduate (includes equivalency),2017
Rutherford County,0.03,Less than 9th grade,2017
Rutherford County,0.32,Percent bachelor's degree or higher,2017
Rutherford County,0.06,"9th to 12th grade, no diploma",2017
Rutherford County,0.08,Associate's degree,2017
Rutherford County,0.10,Graduate or professional degree,2017
Rutherford County,0.91,Percent high school graduate or higher,2017
Scott County,0.14,"9th to 12th grade, no diploma",2017
Scott County,14877.00,Population 25 years and over,2017
Scott County,0.18,"Some college, no degree",2017
Scott County,0.04,Graduate or professional degree,2017
Scott County,0.04,Bachelor's degree,2017
Scott County,0.45,High school graduate (includes equivalency),2017
Scott County,0.06,Associate's degree,2017
Scott County,0.78,Percent high school graduate or higher,2017
Scott County,0.08,Less than 9th grade,2017
Scott County,0.08,Percent bachelor's degree or higher,2017
Sequatchie County,10320.00,Population 25 years and over,2017
Sequatchie County,0.15,Percent bachelor's degree or higher,2017
Sequatchie County,0.19,"Some college, no degree",2017
Sequatchie County,0.41,High school graduate (includes equivalency),2017
Sequatchie County,0.06,Graduate or professional degree,2017
Sequatchie County,0.07,Less than 9th grade,2017
Sequatchie County,0.09,Bachelor's degree,2017
Sequatchie County,0.09,Associate's degree,2017
Sequatchie County,0.83,Percent high school graduate or higher,2017
Sequatchie County,0.10,"9th to 12th grade, no diploma",2017
Sevier County,0.10,"9th to 12th grade, no diploma",2017
Sevier County,0.12,Bachelor's degree,2017
Sevier County,0.18,Percent bachelor's degree or higher,2017
Sevier County,0.22,"Some college, no degree",2017
Sevier County,0.36,High school graduate (includes equivalency),2017
Sevier County,0.06,Graduate or professional degree,2017
Sevier County,0.06,Less than 9th grade,2017
Sevier County,67341.00,Population 25 years and over,2017
Sevier County,0.08,Associate's degree,2017
Sevier County,0.84,Percent high school graduate or higher,2017
Shelby County,0.12,Graduate or professional degree,2017
Shelby County,0.19,Bachelor's degree,2017
Shelby County,0.24,"Some college, no degree",2017
Shelby County,0.27,High school graduate (includes equivalency),2017
Shelby County,0.31,Percent bachelor's degree or higher,2017
Shelby County,0.04,Less than 9th grade,2017
Shelby County,0.06,Associate's degree,2017
Shelby County,607366.00,Population 25 years and over,2017
Shelby County,0.08,"9th to 12th grade, no diploma",2017
Shelby County,0.88,Percent high school graduate or higher,2017
Smith County,0.11,Percent bachelor's degree or higher,2017
Smith County,13197.00,Population 25 years and over,2017
Smith County,0.18,"Some college, no degree",2017
Smith County,0.04,Graduate or professional degree,2017
Smith County,0.48,High school graduate (includes equivalency),2017
Smith County,0.06,Associate's degree,2017
Smith County,0.07,Bachelor's degree,2017
Smith County,0.08,Less than 9th grade,2017
Smith County,0.08,"9th to 12th grade, no diploma",2017
Smith County,0.84,Percent high school graduate or higher,2017
Stewart County,0.15,Percent bachelor's degree or higher,2017
Stewart County,0.22,"Some college, no degree",2017
Stewart County,0.04,Less than 9th grade,2017
Stewart County,0.43,High school graduate (includes equivalency),2017
Stewart County,0.06,Graduate or professional degree,2017
Stewart County,0.08,Associate's degree,2017
Stewart County,0.09,"9th to 12th grade, no diploma",2017
Stewart County,0.87,Percent high school graduate or higher,2017
Stewart County,9417.00,Population 25 years and over,2017
Stewart County,0.10,Bachelor's degree,2017
Sullivan County,113348.00,Population 25 years and over,2017
Sullivan County,0.13,Bachelor's degree,2017
Sullivan County,0.20,"Some college, no degree",2017
Sullivan County,0.22,Percent bachelor's degree or higher,2017
Sullivan County,0.35,High school graduate (includes equivalency),2017
Sullivan County,0.06,Less than 9th grade,2017
Sullivan County,0.08,Associate's degree,2017
Sullivan County,0.09,"9th to 12th grade, no diploma",2017
Sullivan County,0.09,Graduate or professional degree,2017
Sullivan County,0.86,Percent high school graduate or higher,2017
Sumner County,119289.00,Population 25 years and over,2017
Sumner County,0.18,Bachelor's degree,2017
Sumner County,0.24,"Some college, no degree",2017
Sumner County,0.27,Percent bachelor's degree or higher,2017
Sumner County,0.04,Less than 9th grade,2017
Sumner County,0.31,High school graduate (includes equivalency),2017
Sumner County,0.07,"9th to 12th grade, no diploma",2017
Sumner County,0.08,Associate's degree,2017
Sumner County,0.09,Graduate or professional degree,2017
Sumner County,0.90,Percent high school graduate or higher,2017
Tennessee,0.17,Bachelor's degree,2017
Tennessee,0.21,"Some college, no degree",2017
Tennessee,0.26,Percent bachelor's degree or higher,2017
Tennessee,0.33,High school graduate (includes equivalency),2017
Tennessee,4478450.00,Population 25 years and over,2017
Tennessee,0.05,Less than 9th grade,2017
Tennessee,0.07,Associate's degree,2017
Tennessee,0.08,"9th to 12th grade, no diploma",2017
Tennessee,0.87,Percent high school graduate or higher,2017
Tennessee,0.10,Graduate or professional degree,2017
Tipton County,0.15,Percent bachelor's degree or higher,2017
Tipton County,0.24,"Some college, no degree",2017
Tipton County,0.04,Less than 9th grade,2017
Tipton County,40435.00,Population 25 years and over,2017
Tipton County,0.40,High school graduate (includes equivalency),2017
Tipton County,0.06,Graduate or professional degree,2017
Tipton County,0.08,Associate's degree,2017
Tipton County,0.86,Percent high school graduate or higher,2017
Tipton County,0.10,Bachelor's degree,2017
Tipton County,0.10,"9th to 12th grade, no diploma",2017
Trousdale County,0.11,Bachelor's degree,2017
Trousdale County,0.12,"9th to 12th grade, no diploma",2017
Trousdale County,0.15,Percent bachelor's degree or higher,2017
Trousdale County,0.20,"Some college, no degree",2017
Trousdale County,0.04,Associate's degree,2017
Trousdale County,0.05,Graduate or professional degree,2017
Trousdale County,0.40,High school graduate (includes equivalency),2017
Trousdale County,5999.00,Population 25 years and over,2017
Trousdale County,0.80,Percent high school graduate or higher,2017
Trousdale County,0.08,Less than 9th grade,2017
Unicoi County,0.10,Bachelor's degree,2017
Unicoi County,13171.00,Population 25 years and over,2017
Unicoi County,0.15,Percent bachelor's degree or higher,2017
Unicoi County,0.19,"Some college, no degree",2017
Unicoi County,0.05,Graduate or professional degree,2017
Unicoi County,0.41,High school graduate (includes equivalency),2017
Unicoi County,0.08,Less than 9th grade,2017
Unicoi County,0.08,Associate's degree,2017
Unicoi County,0.83,Percent high school graduate or higher,2017
Unicoi County,0.09,"9th to 12th grade, no diploma",2017
Union County,0.11,Less than 9th grade,2017
Union County,0.12,"9th to 12th grade, no diploma",2017
Union County,13463.00,Population 25 years and over,2017
Union County,0.17,"Some college, no degree",2017
Union County,0.03,Graduate or professional degree,2017
Union County,0.47,High school graduate (includes equivalency),2017
Union County,0.05,Associate's degree,2017
Union County,0.05,Bachelor's degree,2017
Union County,0.77,Percent high school graduate or higher,2017
Union County,0.09,Percent bachelor's degree or higher,2017
Van Buren County,0.17,"Some college, no degree",2017
Van Buren County,4160.00,Population 25 years and over,2017
Van Buren County,0.05,Graduate or professional degree,2017
Van Buren County,0.48,High school graduate (includes equivalency),2017
