district_number,district,school_number,school_name,street_address_1,city,state,zipcode,phone1,phone2,countyname,year,principal,grades_served
260,Franklin County,30,Clark Memorial School,500  N  Jefferson ST,Winchester,TN,37398,(931) 967-2407,,Franklin County,2020,David Carson,Grades PK-5
260,Franklin County,35,Cowan Elementary,501 East  Cumberland ST,Cowan,TN,37318,(931) 967-7353,,Franklin County,2020,Cynthia Young,Grades PK-5
260,Franklin County,40,Decherd Elementary,401  Bratton  ST,Decherd,TN,37324,(931) 967-5483,,Franklin County,2020,Chris Hawkersmith,Grades PK-5
260,Franklin County,50,Franklin Co High School,833 Bypass RD,Winchester,TN,37398,(931) 967-2821,,Franklin County,2020,Roger Alsup,Grades 9-12
260,Franklin County,65,Huntland School,400 Gore ST,Huntland,TN,37345,(931) 361-0300,,Franklin County,2020,William K. Bishop II,Grades PK-12
260,Franklin County,80,North Middle School,2990  Decherd  BLVD,Winchester,TN,37398,(931) 967-5323,,Franklin County,2020,Leah Harrell,Grades 6-9
260,Franklin County,82,North Lake Elementary,10626  Old  Tullahoma RD,Tullahoma,TN,37388,(931) 455-6239,,Franklin County,2020,George Butler,Grades PK-5
260,Franklin County,87,Rock Creek Elementary,901  Rock  Creek RD,Estill Springs,TN,37330,(931) 649-5435,,Franklin County,2020,Celina Benere,Grades PK-5
260,Franklin County,90,Sewanee Elementary,209  University  AVE,Sewanee,TN,37375,(931) 598-5951,,Franklin County,2020,Kim Tucker,Grades PK-6
260,Franklin County,115,South Middle School,601 West Cumberland ST,Cowan,TN,37318,(931) 967-7355,,Franklin County,2020,Derrick Crutchfield,Grades 6-8
271,Humboldt City Schools,20,Humboldt Junior/Senior High School,2600 Viking DR,Humboldt,TN,38343,(731) 784-2781,,Gibson County,2020,Jason Newman,Grades 7-12
271,Humboldt City Schools,27,East Elementary School,1560 North 30th AVE,Humboldt,TN,38343,(731) 784-4171,,Gibson County,2020,Brittanie Doaks,Grades 2-6
271,Humboldt City Schools,29,Stigall Primary School,301 Westside DR,Humboldt,TN,38343,(731) 784-2825,,Gibson County,2020,Tiffany Purnell,Grades PK-4
272,Milan,10,Milan High School,7060 Van Hook Street East,Milan,TN,38358,(731) 686-0841,,Gibson County,2020,Greg Scott,Grades 9-12
272,Milan,15,Milan Middle School,4040 Middle RD,Milan,TN,38358,(731) 686-7232,,Gibson County,2020,Chris Jones,Grades 5-12
272,Milan,25,Milan Elementary,1100  Middle  RD,Milan,TN,38358,(731) 686-0840,,Gibson County,2020,Tammy Rushing,Grades PK-4
273,Trenton,5,Peabody High School,2069 Hwy  45 Bypass,Trenton,TN,38382,(731) 855-2601,,Gibson County,2020,Rickey Hooker,Grades 9-12
273,Trenton,10,Trenton Middle School,2065 Hwy  45 Bypass,Trenton,TN,38382,(731) 855-2422,,Gibson County,2020,Paul Pillow,Grades 5-8
273,Trenton,15,Trenton Elementary,811 S College ST,Trenton,TN,38382,(731) 855-0971,,Gibson County,2020,Cortnee Wilkes,Grades PK-4
274,Bradford,5,Bradford High School,P O Box 70,Bradford,TN,38316,(731) 742-3729,,Gibson County,2020,Shane Paschall,Grades 7-12
274,Bradford,10,Bradford Elementary,P O Box 99,Bradford,TN,38316,(731) 742-2118,,Gibson County,2020,Kelly Knott,Grades PK-6
275,Gibson Co Sp Dist,15,Dyer Elementary,P O Box 220 ST,Dyer,TN,38330,(731) 692-2444,,Gibson County,2020,Kevin Tuner,Grades PK-8
275,Gibson Co Sp Dist,33,Gibson County High School,P O Box  190 HWY,Dyer,TN,38330,(731) 692-3616,,Gibson County,2020,Jim Hughes,Grades 9-12
275,Gibson Co Sp Dist,35,Kenton Elementary School,633 North Poplar,Kenton,TN,38233,(731) 749-0007,,Gibson County,2020,Erica DuRall,Grades PK-4
275,Gibson Co Sp Dist,37,South Gibson County High School,100 Mount Zion RD,Medina,TN,38355,(731) 783-0999,(731) 783-0999,Gibson County,2020,Phil Rogers,Grades 9-12
275,Gibson Co Sp Dist,40,South Gibson County Elementary School,Box 99 ST,Medina,TN,38355,(731) 783-3660,,Gibson County,2020,Billy Carey,Grades PK-4
275,Gibson Co Sp Dist,45,South Gibson County Middle School,P O Box 369 ST,Medina,TN,38355,(731) 783-1962,,Gibson County,2020,Lane Collins,Grades 5-8
275,Gibson Co Sp Dist,55,Rutherford Elementary,P O Box 70 ST,Rutherford,TN,38369,(731) 665-6180,,Gibson County,2020,Jody Hinson,Grades KG-8
275,Gibson Co Sp Dist,65,Spring Hill Elementary,84 State Route 188,Trenton,TN,38382,(731) 559-4223,,Gibson County,2020,Jenifer Clark,Grades KG-8
275,Gibson Co Sp Dist,85,Yorkville Elementary,P O Box 37 RD,Yorkville,TN,38389,(731) 643-6598,,Gibson County,2020,Sharon Lee,Grades PK-8
280,Giles County,7,Bridgeforth Middle School,1051  Bridgeforth  CIR,Pulaski,TN,38478,(931) 363-7526,,Giles County,2020,Cathie White,Grades 6-8
280,Giles County,35,Elkton Elementary,176 College ST,Elkton,TN,38455,(931) 468-2285,,Giles County,2020,Carol Abernathy,Grades PK-8
280,Giles County,45,Giles Co High School,200 Sheila Frost DR,Pulaski,TN,38478,(931) 363-6532,,Giles County,2020,Don Thomas,Grades 9-12
280,Giles County,65,Minor Hill School,13099 Minor Hill HWY,Minor Hill,TN,38473,(931) 347-0163,,Giles County,2020,Randall Hamilton,Grades PK-8
280,Giles County,72,Pulaski Elementary,606 Cedar LN,Pulaski,TN,38478,(931) 363-5233,,Giles County,2020,Mary Britton,Grades PK-2
280,Giles County,81,Richland Elementary,10333 Columbia HWY,Lynnville,TN,38472,(931) 527-0663,,Giles County,2020,Velena Newton,Grades PK-5
280,Giles County,84,Richland School,10610 Columbia HWY,Lynnville,TN,38472,(931) 527-3577,,Giles County,2020,Micah Landers,Grades 6-12
280,Giles County,87,Southside Elementary,707 South Cedar LN,Pulaski,TN,38478,(931) 424-7005,,Giles County,2020,Carmen Hayes,Grades 3-5
290,Grainger County,5,Bean Station Elementary,200 Bean Station  School RD,Bean Station,TN,37708,(865) 767-2131,,Grainger County,2020,Mr. Dwayne Brabson,Grades PK-6
290,Grainger County,7,Grainger Co Adult High,7850 Rutledge PIKE,Rutledge,TN,37861,(865) 828-5172,,Grainger County,2020,Kip Combs,Grades 9-12
290,Grainger County,8,Grainger High School,2201 Hwy 11 W South,Rutledge,TN,37861,(865) 828-5291,(865) 828-5291,Grainger County,2020,Mark  Briscoe,Grades 9-12
290,Grainger County,10,Joppa Elementary,4745 Rutledge PIKE,Rutledge,TN,37861,(865) 828-5721,,Grainger County,2020,Pam Roach,Grades PK-6
290,Grainger County,15,Rutledge Primary,470 Water ST,Rutledge,TN,37861,(865) 828-5614,,Grainger County,2020,April Sell,Grades PK-1
290,Grainger County,18,Rutledge Elementary School,7480 Rutledge PIKE,Rutledge,TN,37861,(865) 828-5530,,Grainger County,2020,Tim Collins,Grades 2-6
290,Grainger County,23,Rutledge Middle School,140 Pioneer DR,Rutledge,TN,37861,(865) 828-3366,,Grainger County,2020,Lynn Jones,Grades 7-8
290,Grainger County,30,Washburn School,7925 Hwy 131,Washburn,TN,37888,(865) 497-2557,,Grainger County,2020,Ginny McElhaney,Grades PK-12
290,Grainger County,32,Grainger Academy,232 Pioneer DR,Rutledge,TN,37861,(865) 828-6330,(865) 828-6330,Grainger County,2020,Mr. Kip Combs,Grades 11-12
300,Greene County,5,Baileyton Elementary,6535  Horton  HWY,Greeneville,TN,37745,(423) 234-6411,,Greene County,2020,Randy Richards,Grades PK-8
300,Greene County,10,Camp Creek Elementary,2941  Camp  Creek RD,Greeneville,TN,37743,(423) 798-2644,,Greene County,2020,Dennis Wilds,Grades PK-8
300,Greene County,20,Chuckey Elementary,1605  Chuckey  HWY,Chuckey,TN,37641,(423) 257-2108,,Greene County,2020,Jennifer Whitson,Grades PK-6
300,Greene County,25,Chuckey Doak Middle School,120 Chuckey Doak RD,Afton,TN,37616,(423) 787-2038,,Greene County,2020,Steven Broyles,Grades 6-8
300,Greene County,28,Chuckey Doak High School,365 Ripley Island RD,Afton,TN,37616,(423) 798-2636,,Greene County,2020,Shelly Smith,Grades 9-12
300,Greene County,30,Debusk Elementary,740  Debusk  RD,Greeneville,TN,37743,(423) 638-7233,,Greene County,2020,,Grades PK-8
300,Greene County,35,Doak Elementary,70 West ST,Greeneville,TN,37745,(423) 638-3197,,Greene County,2020,Sunshine Broyles,Grades PK-5
300,Greene County,55,McDonald Elementary,8120  McDonald  RD,Mohawk,TN,37810,(423) 235-5406,,Greene County,2020,Dr. Chris Sharp,Grades PK-8
300,Greene County,60,Mosheim Elementary,297  West  School ST,Mosheim,TN,37818,(423) 422-4123,,Greene County,2020,Sarah Gray,Grades PK-8
300,Greene County,67,Nolachuckey Elementary,565 Nolachuckey RD,Greeneville,TN,37743,(423) 639-7731,,Greene County,2020,Amy Brooks,Grades PK-8
300,Greene County,70,North Greene High School,4675  Old  Baileyton RD,Greeneville,TN,37745,(423) 234-1752,,Greene County,2020,Amanda Weems,Grades 9-12
300,Greene County,75,Ottway Elementary,2705 Ottway RD,Greeneville,TN,37743,(423) 234-8511,,Greene County,2020,,Grades PK-8
300,Greene County,80,South Greene High School,7469  Asheville  HWY,Greeneville,TN,37743,(423) 636-3790,,Greene County,2020,Lori Wilhoit,Grades 9-12
300,Greene County,95,West Greene High School,275  West  Greene DR,Mosheim,TN,37818,(423) 422-4061,,Greene County,2020,Tim Shelton,Grades 9-12
300,Greene County,7001,The Children's Center - Holston U. M. Home For Children,119 Fairgrounds Circle,Greeneville,TN,37745,(423) 638-5589,,Greene County,2020,Virginia D. Waddell,Grades PK-PK
300,Greene County,7002,Small Miracles - Holston U. M. Home For Children,1421 Tusculum BLVD,Greeneville,TN,37745,(423) 639-9930,,Greene County,2020,Corrina Durbin,Grades PK-PK
301,Greeneville,8,C Hal Henard Elementary,425  E  Vann RD,Greeneville,TN,37743,(423) 638-3511,,Greene County,2020,Janet Ricker,Grades PK-5
301,Greeneville,15,Eastview Elementary,454 East Bernard AVE,Greeneville,TN,37745,(423) 638-6351,,Greene County,2020,Kelly Ford,Grades PK-5
301,Greeneville,20,Greeneville High School,210  Tusculum  BLVD,Greeneville,TN,37745,(423) 787-8030,,Greene County,2020,Patrick Fraley,Grades 9-12
301,Greeneville,25,Greeneville Middle School,433  E  Vann RD,Greeneville,TN,37743,(423) 639-7841,,Greene County,2020,Rachel Adams,Grades 6-11
301,Greeneville,30,Highland Elementary,208 N  Highland,Greeneville,TN,37745,(423) 638-3341,,Greene County,2020,Sheila Newland,Grades PK-5
301,Greeneville,35,Tusculum View Elementary,1725  Lafayette  ST,Greeneville,TN,37745,(423) 639-2751,,Greene County,2020,Dr. Lana Luttrel,Grades PK-5
301,Greeneville,1010,Greeneville/Greene Co Center For Technology,1121  Hal  Henard RD,Greenville,TN,37743,(423) 639-0171,,Greene County,2020,Mr. Randy Wells,Grades 9-12
310,Grundy County,15,Coalmont Elementary,7862 SR 56 HWY,Coalmont,TN,37313,(931) 592-9453,,Grundy County,2020,Melissa Tipton,Grades PK-8
310,Grundy County,20,Grundy Academy,276 3rd ST,Tracy City,TN,37387,(931) 692-3467,(931) 692-3467,Grundy County,2020,Val Sitz Nunley,Grades 9-12
310,Grundy County,25,Grundy County High School,24970 SR 108,Coalmont,TN,37313,(931) 692-5400,,Grundy County,2020,Charlie Westmoreland,Grades 9-12
310,Grundy County,35,North Elementary,Box 7 56 ST,Altamont,TN,37301,(931) 692-3710,,Grundy County,2020,Dr. Jennifer Partin,Grades PK-8
310,Grundy County,40,Palmer Elementary,226 Schoolhouse RD,Palmer,TN,37365,(931) 779-3383,,Grundy County,2020,Alisa Boyd,Grades PK-8
310,Grundy County,45,Pelham Elementary,P. O. Box 37,Pelham,TN,37366,(931) 467-3276,,Grundy County,2020,Jamie Hill,Grades PK-8
310,Grundy County,60,Swiss Memorial Elementary,P. O. Box 129,Gruetli- Laager,TN,37339,(931) 779-3129,,Grundy County,2020,Jamie Ruehling,Grades PK-8
310,Grundy County,65,Tracy Elementary,276 3rd ST,Tracy City,TN,37387,(931) 592-5741,,Grundy County,2020,Paul Conry,Grades PK-8
320,Hamblen County,5,Alpha Elementary,5620 Old Us  11e HWY,Morristown,TN,37814,(423) 586-3332,,Hamblen County,2020,Kim Dyke,Grades PK-5
320,Hamblen County,7,East Ridge Middle School,6595 St. Clair RD,Whitesburg,TN,37891,(423) 581-3041,,Hamblen County,2020,James D. Templin,Grades 6-8
320,Hamblen County,10,Fairview Marguerite,2125  Fairview  RD,Morristown,TN,37814,(423) 586-4098,,Hamblen County,2020,Suzanne Wampler,Grades PK-5
320,Hamblen County,11,Hamblen County Alternative School,376 Snyder RD,Morristown,TN,37813,(423) 585-3785,,Hamblen County,2020,Richard Witt,Grades KG-12
320,Hamblen County,12,Hillcrest Elementary,407 S  Liberty Hill RD,Morristown,TN,37813,(423) 586-7472,,Hamblen County,2020,Paula Davis,Grades PK-5
320,Hamblen County,14,John Hay Elementary,501  Brittain  Court,Morristown,TN,37814,(423) 586-1080,,Hamblen County,2020,Matthew Drinnon,Grades KG-5
320,Hamblen County,15,Manley Elementary,551  West  Economy RD,Morristown,TN,37814,(423) 586-7400,,Hamblen County,2020,Debra Dickenson,Grades PK-5
320,Hamblen County,18,Lincoln Heights Elementary,215 Lincoln AVE,Morristown,TN,37813,(423) 586-2062,,Hamblen County,2020,Janet Dalton,Grades PK-5
320,Hamblen County,20,Russellville Elementary,5655  Old  Russellville PIKE,Russellville,TN,37860,(423) 586-6560,,Hamblen County,2020,Samuel K. Taylor I I I,Grades PK-5
320,Hamblen County,27,Lincoln Heights Middle School,219 Lincoln AVE,Morristown,TN,37813,(423) 581-3200,,Hamblen County,2020,Joseph Ely,Grades 6-8
320,Hamblen County,30,Union Heights Elementary,3366 Tornado TRL,Morristown,TN,37813,(423) 586-1502,,Hamblen County,2020,James Patrick,Grades PK-5
320,Hamblen County,33,West View Middle School,1 Indian Path,Morristown,TN,37813,(423) 581-2407,,Hamblen County,2020,Rebekah Patrick,Grades 6-8
320,Hamblen County,35,Whitesburg Elementary,7859  East  Andrew Johnson,Whitesburg,TN,37891,(423) 235-2547,,Hamblen County,2020,William Southern,Grades KG-6
320,Hamblen County,37,Meadowview Middle School,1623  Meadowview  Ln,Morristown,TN,37814,(423) 581-6360,,Hamblen County,2020,Karen Holweg,Grades 6-8
320,Hamblen County,40,Witt Elementary,4650 S Davy Crockett PKWY,Morristown,TN,37813,(423) 586-2862,,Hamblen County,2020,Lisa Templin,Grades PK-5
320,Hamblen County,42,Morristown East High,One Hurricane LN,Morristown,TN,37813,(423) 586-2543,,Hamblen County,2020,Gary Johnson,Grades 9-12
320,Hamblen County,45,Morristown West High,One Trojan TRL,Morristown,TN,37813,(423) 581-1600,,Hamblen County,2020,Jeff Kinsler,Grades 9-12
320,Hamblen County,48,West Elementary,235  W  Converse,Morristown,TN,37814,(423) 586-1263,,Hamblen County,2020,Krista Crum,Grades PK-5
330,Hamilton County,5,Allen Elementary,9811  Dallas  Hollow RD,Soddy Daisy,TN,37379,(423) 843-4713,,Hamilton County,2020,Dr. Phillip Greeson,Grades PK-5
330,Hamilton County,10,Alpine Crest Elementary,4700  Stagg  RD,Chattanooga,TN,37415,(423) 874-1921,,Hamilton County,2020,Kelley Weiss,Grades PK-5
330,Hamilton County,13,Apison Elementary School,10433 East Brainerd RD,Apison,TN,37302,(423) 236-4322,,Hamilton County,2020,Callie Stewart,Grades PK-5
330,Hamilton County,16,Battle Academy For Teaching  Learning,1601 Market ST,Chattanooga,TN,37402,(423) 209-5747,,Hamilton County,2020,Jesse Goins,Grades PK-5
330,Hamilton County,17,Bess T Shepherd Elementary,7126  Tyner  RD,Chattanooga,TN,37421,(423) 855-2611,,Hamilton County,2020,Valerie Brown,Grades PK-5
330,Hamilton County,19,Big Ridge Elementary,5210  Cassandra  Smith RD,Hixson,TN,37343,(423) 843-4793,,Hamilton County,2020,Jeana Johnson,Grades PK-5
330,Hamilton County,21,Brainerd High School,1020  N  Moore RD,Chattanooga,TN,37411,(423) 855-2615,,Hamilton County,2020,Christopher James,Grades 9-12
330,Hamilton County,33,Tommie F. Brown Academy,718 East 8th ST,Chattanooga,TN,37403,(423) 209-5760,,Hamilton County,2020,Emily Baker,Grades PK-5
330,Hamilton County,35,Brown Middle School,5716  Hwy  58,Harrison,TN,37341,(423) 344-1439,,Hamilton County,2020,David Carpenter,Grades 6-8
330,Hamilton County,37,Calvin Donaldson Environmental Science Academy,927 West  37th ST,Chattanooga,TN,37410,(423) 825-7337,,Hamilton County,2020,Rose Odom,Grades PK-5
330,Hamilton County,40,Central High School,5728  Highway  58,Harrison,TN,37341,(423) 344-1447,,Hamilton County,2020,Phil Iannarone,Grades 9-12
330,Hamilton County,41,Normal Park Museum Magnet School,1009 Mississippi AVE,Chattanooga,TN,37405,(423) 209-5900,,Hamilton County,2020,Carrie Willmore,Grades PK-8
330,Hamilton County,45,Chatt High Center For Creative Arts,1301  Dallas  RD,Chattanooga,TN,37405,(423) 209-5929,,Hamilton County,2020,Debbie Smith,Grades 6-12
330,Hamilton County,46,Chattanooga School For Arts And Sciences Upper,865  E  3rd ST,Chattanooga,TN,37403,(423) 209-5812,,Hamilton County,2020,Jim Boles,Grades 6-12
330,Hamilton County,47,Chattanooga School For The Arts And Science Lower,865 East  3rd ST,Chattanooga,TN,37403,(423) 209-5817,,Hamilton County,2020,Kelly Coffelt,Grades KG-5
330,Hamilton County,48,Clifton Hills Elementary,1815 East  32nd ST,Chattanooga,TN,37407,(423) 493-0357,,Hamilton County,2020,Lindsay Starnes,Grades PK-5
330,Hamilton County,50,Daisy Elementary,620  Sequoyah  RD,Soddy Daisy,TN,37379,(423) 332-8815,,Hamilton County,2020,Jill Hall,Grades PK-5
330,Hamilton County,51,McConnell Elementary,8629  Columbus  RD,Hixson,TN,37343,(423) 843-4704,,Hamilton County,2020,Ruth Pohlman,Grades PK-5
330,Hamilton County,55,Dalewood Middle School,1300  Shallowford  RD,Chattanooga,TN,37411,(423) 493-0323,,Hamilton County,2020,Rashaad Williams,Grades 6-8
330,Hamilton County,58,DuPont Elementary,4134  Hixson  PIKE,Chattanooga,TN,37415,(423) 870-0615,,Hamilton County,2020,Ruthie Panni,Grades PK-5
330,Hamilton County,59,East Hamilton School,2015 Ooltewah-Ringgold RD,Ooltewah,TN,37363,(423) 855-3535,(423) 855-3535,Hamilton County,2020,Brent Eller,Grades 6-12
330,Hamilton County,62,East Brainerd Elementary,7453  E  Brainerd RD,Chattanooga,TN,37421,(423) 855-2600,,Hamilton County,2020,Saunya Goss,Grades PK-5
330,Hamilton County,63,East Lake Elementary,3600 13th AVE,Chattanooga,TN,37407,(423) 493-0366,,Hamilton County,2020,Joyce Lancaster,Grades PK-5
330,Hamilton County,64,East Lake Academy Of Fine Arts,2700 East 34th ST,Chattanooga,TN,37407,(423) 493-0334,,Hamilton County,2020,LaKesha Carson,Grades 6-8
330,Hamilton County,65,East Ridge Elementary,1014  John  Ross RD,Chattanooga,TN,37412,(423) 493-9296,,Hamilton County,2020,Juan Moreno,Grades PK-5
330,Hamilton County,70,East Ridge High School,4320  Bennett  RD,Chattanooga,TN,37412,(423) 867-6200,,Hamilton County,2020,Crystal Sorrells,Grades 8-12
330,Hamilton County,75,East Ridge Middle School,4400  Bennett  RD,Chattanooga,TN,37412,(423) 867-6214,,Hamilton County,2020,Angela Cass,Grades 6-8
330,Hamilton County,78,East Side Elementary,1603 South Lyerly  ST,Chattanooga,TN,37404,(423) 493-7780,,Hamilton County,2020,Greg Wilkey,Grades PK-5
330,Hamilton County,85,Middle Valley Elementary,1609  Thrasher  PIKE,Hixson,TN,37343,(423) 843-4700,,Hamilton County,2020,Allyson DeYoung,Grades PK-5
330,Hamilton County,86,Hamilton County Collegiate High at Chattanooga State,4501 Amnicola HWY,Chattanooga,TN,37406,(423) 697-3226,,Hamilton County,2020,Dr. Sonja Rich,Grades 9-12
330,Hamilton County,90,Harrison Elementary,5637  Highway  58 North,Harrison,TN,37341,(423) 344-1428,,Hamilton County,2020,Wendy Jung,Grades PK-5
330,Hamilton County,97,Barger Academy,4808  Brainerd  RD,Chattanooga,TN,37411,(423) 493-0348,,Hamilton County,2020,Roxanne Anthony,Grades PK-5
330,Hamilton County,98,Howard Connect Academy,100 25th ST,Chattanooga,TN,37408,(423) 498-7020,,Hamilton County,2020,Mardee Miller,Grades 4-8
330,Hamilton County,100,Hunter Middle School,6810 Teal LN,Ooltewah,TN,37363,(423) 344-1474,,Hamilton County,2020,Robert Alford,Grades 6-8
330,Hamilton County,110,Hardy Elementary School,2100 Glass ST,Chattanooga,TN,37406,(423) 493-0300,,Hamilton County,2020,Robin Bambrey,Grades PK-5
330,Hamilton County,120,Loftis Middle School,8611  Columbus  RD,Hixson,TN,37343,(423) 843-4749,,Hamilton County,2020,Dr. Mary Catherine Gatlin,Grades 6-8
